debit_J-1,debit_J-2,debit_J-3,debit_J-4,debit_J-5,debit_J-6,debit_J-7,debit_J-8,debit_J-9,debit_J-10,debit_J-11,debit_J-12,debit_J-13,debit_J-14,debit_J-15,rain_sum_J-1,temperature_2m_moy_J-1,rain_sum_J-2,temperature_2m_moy_J-2,rain_sum_J-3,temperature_2m_moy_J-3,rain_sum_J-4,temperature_2m_moy_J-4,rain_sum_J-5,temperature_2m_moy_J-5,rain_sum_J-6,temperature_2m_moy_J-6,rain_sum_J-7,temperature_2m_moy_J-7,rain_sum_J-8,temperature_2m_moy_J-8,rain_sum_J-9,temperature_2m_moy_J-9,rain_sum_J-10,temperature_2m_moy_J-10,rain_sum_J-11,temperature_2m_moy_J-11,rain_sum_J-12,temperature_2m_moy_J-12,rain_sum_J-13,temperature_2m_moy_J-13,rain_sum_J-14,temperature_2m_moy_J-14,rain_sum_J-15,temperature_2m_moy_J-15,rain_sum_J+0,temperature_2m_moy_J+0,rain_sum_J+1,temperature_2m_moy_J+1,rain_sum_J+2,temperature_2m_moy_J+2,rain_sum_J+3,temperature_2m_moy_J+3,rain_sum_J+4,temperature_2m_moy_J+4,rain_sum_J+5,temperature_2m_moy_J+5,rain_sum_J+6,temperature_2m_moy_J+6,rain_sum_J+7,temperature_2m_moy_J+7,rain_sum_J+8,temperature_2m_moy_J+8,rain_sum_J+9,temperature_2m_moy_J+9,rain_sum_J+10,temperature_2m_moy_J+10,rain_sum_J+11,temperature_2m_moy_J+11,rain_sum_J+12,temperature_2m_moy_J+12,rain_sum_J+13,temperature_2m_moy_J+13,rain_sum_J+14,temperature_2m_moy_J+14,rain_sum_J+15,temperature_2m_moy_J+15,sin_date,cos_date
3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,3117.8428736746864,3154.026742147575,2964.719426933534,3169.0478877049345,3243.7489494432325,3034.1253616878344,2960.623247866222,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.9080606546299284,9.201261651823504,3.290362526519359,9.030313790431787,7.554273904328783,8.859061042613327,1.1958345861221384,8.687554084811394,3.92937525649187,8.515843668694083,6.435983875137724,8.34398060613608,2.769525828126028,8.172015754182604,13.175245651720509,10.717767384711358,3.140254580292622,10.882906407095177,1.8253986343551696,11.047192331091633,1.099690404879505,11.21057654185271,4.389401482996864,11.373010691361841,2.3724163693188935,11.534446712740877,2.0223759811408613,11.694836834473831,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,0.2717767384711357,0.9623603298276545
3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,3117.8428736746864,3154.026742147575,2964.719426933534,3169.0478877049345,3243.7489494432325,3034.1253616878344,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.9080606546299284,9.201261651823504,3.290362526519359,9.030313790431787,7.554273904328783,8.859061042613327,1.1958345861221384,8.687554084811394,3.92937525649187,8.515843668694083,6.435983875137724,8.34398060613608,3.140254580292622,10.882906407095177,1.8253986343551696,11.047192331091633,1.099690404879505,11.21057654185271,4.389401482996864,11.373010691361841,2.3724163693188935,11.534446712740877,2.0223759811408613,11.694836834473831,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,0.2882906407095177,0.9575429528116719
3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,3117.8428736746864,3154.026742147575,2964.719426933534,3169.0478877049345,3243.7489494432325,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.9080606546299284,9.201261651823504,3.290362526519359,9.030313790431787,7.554273904328783,8.859061042613327,1.1958345861221384,8.687554084811394,3.92937525649187,8.515843668694083,1.8253986343551696,11.047192331091633,1.099690404879505,11.21057654185271,4.389401482996864,11.373010691361841,2.3724163693188935,11.534446712740877,2.0223759811408613,11.694836834473831,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,0.3047192331091634,0.9524422234305676
3567.2590352459933,3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,3117.8428736746864,3154.026742147575,2964.719426933534,3169.0478877049345,1.8253986343551696,11.047192331091633,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.9080606546299284,9.201261651823504,3.290362526519359,9.030313790431787,7.554273904328783,8.859061042613327,1.1958345861221384,8.687554084811394,1.099690404879505,11.21057654185271,4.389401482996864,11.373010691361841,2.3724163693188935,11.534446712740877,2.0223759811408613,11.694836834473831,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,3.034855000150128,13.52101342745921,0.321057654185271,0.9470596510722283
3448.5960738905214,3567.2590352459933,3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,3117.8428736746864,3154.026742147575,2964.719426933534,1.099690404879505,11.21057654185271,1.8253986343551696,11.047192331091633,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.9080606546299284,9.201261651823504,3.290362526519359,9.030313790431787,7.554273904328783,8.859061042613327,4.389401482996864,11.373010691361841,2.3724163693188935,11.534446712740877,2.0223759811408613,11.694836834473831,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,3.034855000150128,13.52101342745921,1.2849017137868985,13.663619330814525,0.3373010691361842,0.9413968285264122
3417.8869519114965,3448.5960738905214,3567.2590352459933,3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,3117.8428736746864,3154.026742147575,4.389401482996864,11.373010691361841,1.099690404879505,11.21057654185271,1.8253986343551696,11.047192331091633,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.9080606546299284,9.201261651823504,3.290362526519359,9.030313790431787,2.3724163693188935,11.534446712740877,2.0223759811408613,11.694836834473831,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,3.034855000150128,13.52101342745921,1.2849017137868985,13.663619330814525,4.221408755207366,13.804549278090981,0.3534446712740877,0.9354554315134164
3464.5385058182283,3417.8869519114965,3448.5960738905214,3567.2590352459933,3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,3117.8428736746864,2.3724163693188935,11.534446712740877,4.389401482996864,11.373010691361841,1.099690404879505,11.21057654185271,1.8253986343551696,11.047192331091633,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.9080606546299284,9.201261651823504,2.0223759811408613,11.694836834473831,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,3.034855000150128,13.52101342745921,1.2849017137868985,13.663619330814525,4.221408755207366,13.804549278090981,2.369880013015127,13.943761565849831,0.3694836834473831,0.9292372181882051
3487.024057105209,3464.5385058182283,3417.8869519114965,3448.5960738905214,3567.2590352459933,3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,3220.6412584101035,2.0223759811408613,11.694836834473831,2.3724163693188935,11.534446712740877,4.389401482996864,11.373010691361841,1.099690404879505,11.21057654185271,1.8253986343551696,11.047192331091633,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,4.829438452158598,9.371854040566006,2.8140075828254822,11.854133594543256,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,3.034855000150128,13.52101342745921,1.2849017137868985,13.663619330814525,4.221408755207366,13.804549278090981,2.369880013015127,13.943761565849831,2.9141170315954428,14.081214998935419,0.38541335945432564,0.9227440286201427
3616.1389484063875,3487.024057105209,3464.5385058182283,3417.8869519114965,3448.5960738905214,3567.2590352459933,3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,3070.487292925395,2.8140075828254822,11.854133594543256,2.0223759811408613,11.694836834473831,2.3724163693188935,11.534446712740877,4.389401482996864,11.373010691361841,1.099690404879505,11.21057654185271,1.8253986343551696,11.047192331091633,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,7.050005710234133,9.542040475626894,14.657253478279946,12.012289854475009,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,3.034855000150128,13.52101342745921,1.2849017137868985,13.663619330814525,4.221408755207366,13.804549278090981,2.369880013015127,13.943761565849831,2.9141170315954428,14.081214998935419,6.906551860600048,14.216868902665478,0.4012289854475009,0.9159777842484877
3590.837608643446,3616.1389484063875,3487.024057105209,3464.5385058182283,3417.8869519114965,3448.5960738905214,3567.2590352459933,3240.8714052684463,3632.9380201791064,3233.461951188636,3408.823528960879,3364.322737981913,3465.011774097389,3305.687218291442,3280.942777102985,14.657253478279946,12.012289854475009,2.8140075828254822,11.854133594543256,2.0223759811408613,11.694836834473831,2.3724163693188935,11.534446712740877,4.389401482996864,11.373010691361841,1.099690404879505,11.21057654185271,1.8253986343551696,11.047192331091633,3.140254580292622,10.882906407095177,13.175245651720509,10.717767384711358,3.861948842933529,10.551824131233728,7.375486130278221,10.385125751940764,7.10362742100446,10.217721575564818,1.1426359125175485,10.049661139694953,11.046394930679575,9.880994176117976,0.1264916548091795,9.711770596102,0.2266748829549073,12.169258813287287,2.784889894373132,12.324994021339787,3.1654058219982435,12.479449394078912,2.0708169094655764,12.632579225674917,3.9147154957936294,12.784338202547012,3.2182307279339755,12.934681416772374,6.474276997246117,13.083564379375122,4.158280570448283,13.230943033491327,5.596616144627403,13.376773767406142,3.034855000150128,13.52101342745921,1.2849017137868985,13.663619330814525,4.221408755207366,13.804549278090981,2.369880013015127,13.943761565849831,2.9141170315954428,14.081214998935419,6.906551860600048,14.216868902665478,2.093132981938934,14.350683134867438,0.4169258813287287,0.908940487313808
