date,debit_L_s
2019-12-12,3549.0
2019-12-13,3518.0
2019-12-14,3535.0
2019-12-15,3622.0
2019-12-16,3687.0
2019-12-17,4107.0
2019-12-18,4190.0
2019-12-19,4161.0
2019-12-20,7109.0
2019-12-21,7518.0
2019-12-22,7263.0
2019-12-23,6690.0
2019-12-24,6886.0
2019-12-25,6894.0
2019-12-26,6408.0
2019-12-27,5902.0
2019-12-28,5338.0
2019-12-29,5072.0
2019-12-30,4827.0
2019-12-31,4538.0
2020-01-01,4316.0
2020-01-02,4073.0
2020-01-03,3875.0
2020-01-04,3745.0
2020-01-05,3624.0
2020-01-06,3509.0
2020-01-07,3429.0
2020-01-08,3303.0
2020-01-09,3200.0
2020-01-10,3026.0
2020-01-11,2906.0
2020-01-12,2805.0
2020-01-13,2813.0
2020-01-14,2946.0
2020-01-15,2632.0
2020-01-16,2447.0
2020-01-17,2438.0
2020-01-18,2348.0
2020-01-19,2287.0
2020-01-20,2234.0
2020-01-21,2169.0
2020-01-22,2096.0
2020-01-23,2054.0
2020-01-24,2013.0
2020-01-25,1971.0
2020-01-26,1930.0
2020-01-27,1935.0
2020-01-28,2000.0
2020-01-29,1924.0
2020-01-30,1853.0
2020-01-31,1845.0
2020-02-01,1909.0
2020-02-02,2811.0
2020-02-03,4872.0
2020-02-04,3893.0
2020-02-05,3436.0
2020-02-06,3213.0
2020-02-07,2959.0
2020-02-08,2716.0
2020-02-09,2564.0
2020-02-10,2487.0
2020-02-11,2523.0
2020-02-12,2477.0
2020-02-13,2488.0
2020-02-14,2445.0
2020-02-15,2361.0
2020-02-16,2296.0
2020-02-17,2258.0
2020-02-18,2258.0
2020-02-19,2217.0
2020-02-20,2107.0
2020-02-21,2008.0
2020-02-22,2000.0
2020-02-23,2043.0
2020-02-24,2150.0
2020-02-25,2226.0
2020-02-26,2208.0
2020-02-27,1470.0
2020-02-28,603.0
2020-02-29,679.0
2020-03-01,750.0
2020-03-02,829.0
2020-03-03,990.0
2020-03-04,895.0
2020-03-05,1126.0
2020-03-06,3406.0
2020-03-07,3704.0
2020-03-08,3419.0
2020-03-09,3287.0
2020-03-10,3183.0
2020-03-11,3285.0
2020-03-12,3808.0
2020-03-13,5469.0
2020-03-14,5243.0
2020-03-15,4871.0
2020-03-16,4689.0
2020-03-17,4475.0
2020-03-18,4470.0
2020-03-19,4646.0
2020-03-20,4682.0
2020-03-21,4566.0
2020-03-22,4493.0
2020-03-23,4271.0
2020-03-24,4202.0
2020-03-25,3988.0
2020-03-26,3776.0
2020-03-27,3604.0
2020-03-28,3478.0
2020-03-29,3496.0
2020-03-30,3505.0
2020-03-31,3445.0
2020-04-01,3461.0
2020-04-02,3328.0
2020-04-03,3580.0
2020-04-04,3788.0
2020-04-05,3984.0
2020-04-06,4077.0
2020-04-07,4260.0
2020-04-08,4474.0
2020-04-09,4675.0
2020-04-10,4854.0
2020-04-11,5080.0
2020-04-12,5139.0
2020-04-13,5010.0
2020-04-14,5017.0
2020-04-15,5339.0
2020-04-16,5564.0
2020-04-17,5669.0
2020-04-18,5829.0
2020-04-19,6182.0
2020-04-20,6217.0
2020-04-21,6351.0
2020-04-22,6259.0
2020-04-23,6479.0
2020-04-24,6561.0
2020-04-25,6631.0
2020-04-26,7148.0
2020-04-27,7435.0
2020-04-28,8040.0
2020-04-29,7526.0
2020-04-30,7216.0
2020-05-01,8997.0
2020-05-02,13695.0
2020-05-03,15168.0
2020-05-04,14450.0
2020-05-05,13915.0
2020-05-06,13740.0
2020-05-07,12954.0
2020-05-08,13160.0
2020-05-09,12554.0
2020-05-10,14592.0
2020-05-11,19615.0
2020-05-12,15373.0
2020-05-13,14217.0
2020-05-14,15244.0
2020-05-15,15871.0
2020-05-16,13818.0
2020-05-17,13390.0
2020-05-18,13002.0
2020-05-19,13220.0
2020-05-20,13254.0
2020-05-21,13083.0
2020-05-22,13134.0
2020-05-23,13730.0
2020-05-24,13179.0
2020-05-25,12065.0
2020-05-26,11763.0
2020-05-27,11341.0
2020-05-28,10793.0
2020-05-29,10649.0
2020-05-30,9754.0
2020-05-31,8543.0
2020-06-01,8163.0
2020-06-02,8063.0
2020-06-03,8099.0
2020-06-04,9122.0
2020-06-05,8257.0
2020-06-06,7422.0
2020-06-07,10949.0
2020-06-08,9787.0
2020-06-09,9020.0
2020-06-10,8838.0
2020-06-11,8298.0
2020-06-12,7849.0
2020-06-13,9821.0
2020-06-14,10195.0
2020-06-15,9301.0
2020-06-16,8811.0
2020-06-17,8637.0
2020-06-18,8293.0
2020-06-19,7764.0
2020-06-20,7377.0
2020-06-21,7292.0
2020-06-22,7679.0
2020-06-23,8019.0
2020-06-24,8121.0
2020-06-25,8078.0
2020-06-26,7901.0
2020-06-27,7687.0
2020-06-28,7511.0
2020-06-29,7561.0
2020-06-30,7715.0
2020-07-01,8359.0
2020-07-02,9180.0
2020-07-03,7739.0
2020-07-04,7093.0
2020-07-05,7083.0
2020-07-06,7243.0
2020-07-07,7017.0
2020-07-08,6660.0
2020-07-09,6540.0
2020-07-10,6481.0
2020-07-11,6664.0
2020-07-12,6251.0
2020-07-13,5798.0
2020-07-14,5516.0
2020-07-15,5234.0
2020-07-16,4980.0
2020-07-17,4949.0
2020-07-18,4914.0
2020-07-19,4602.0
2020-07-20,4485.0
2020-07-21,4418.0
2020-07-22,5006.0
2020-07-23,4446.0
2020-07-24,4030.0
2020-07-25,3824.0
2020-07-26,3726.0
2020-07-27,3600.0
2020-07-28,3610.0
2020-07-29,3575.0
2020-07-30,3558.0
2020-07-31,3494.0
2020-08-01,3578.0
2020-08-02,4084.0
2020-08-03,3543.0
2020-08-04,3360.0
2020-08-05,3409.0
2020-08-06,3152.0
2020-08-07,2852.0
2020-08-08,2760.0
2020-08-09,2674.0
2020-08-10,2837.0
2020-08-11,3203.0
2020-08-12,2717.0
2020-08-13,2711.0
2020-08-14,3222.0
2020-08-15,2943.0
2020-08-16,2774.0
2020-08-17,2760.0
2020-08-18,2572.0
2020-08-19,2476.0
2020-08-20,2379.0
2020-08-21,2313.0
2020-08-22,2243.0
2020-08-23,2155.0
2020-08-24,2473.0
2020-08-25,2650.0
2020-08-26,2568.0
2020-08-27,2500.0
2020-08-28,4071.0
2020-08-29,14819.0
2020-08-30,10962.0
2020-08-31,6392.0
2020-09-01,5208.0
2020-09-02,4712.0
2020-09-03,4407.0
2020-09-04,4078.0
2020-09-05,4009.0
2020-09-06,3883.0
2020-09-07,3743.0
2020-09-08,3602.0
2020-09-09,3388.0
2020-09-10,3276.0
2020-09-11,3188.0
2020-09-12,3102.0
2020-09-13,3027.0
2020-09-14,2951.0
2020-09-15,2838.0
2020-09-16,2780.0
2020-09-17,2837.0
2020-09-18,2841.0
2020-09-19,2649.0
2020-09-20,2537.0
2020-09-21,2445.0
2020-09-22,2392.0
2020-09-23,2277.0
2020-09-24,2258.0
2020-09-25,2796.0
2020-09-26,2929.0
2020-09-27,2749.0
2020-09-28,2822.0
2020-09-29,3137.0
2020-09-30,3208.0
2020-10-01,3105.0
2020-10-02,12366.0
2020-10-03,18993.0
2020-10-04,10453.0
2020-10-05,8433.0
2020-10-06,8547.0
2020-10-07,9746.0
2020-10-08,8857.0
2020-10-09,8074.0
2020-10-10,7274.0
2020-10-11,6672.0
2020-10-12,6147.0
2020-10-13,5799.0
2020-10-14,5802.0
2020-10-15,5636.0
2020-10-16,5253.0
2020-10-17,4895.0
2020-10-18,4602.0
2020-10-19,4328.0
2020-10-20,4089.0
2020-10-21,3868.0
2020-10-22,3705.0
2020-10-23,6015.0
2020-10-24,5809.0
2020-10-25,5091.0
2020-10-26,6847.0
2020-10-27,6420.0
2020-10-28,6418.0
2020-10-29,6250.0
2020-10-30,5757.0
2020-10-31,5444.0
2020-11-01,5241.0
2020-11-02,5140.0
2020-11-03,5026.0
2020-11-04,4863.0
2020-11-05,4641.0
2020-11-06,4407.0
2020-11-07,4170.0
2020-11-08,4344.0
2020-11-09,4089.0
2020-11-10,3896.0
2020-11-11,3793.0
2020-11-12,3612.0
2020-11-13,3493.0
2020-11-14,3388.0
2020-11-15,3321.0
2020-11-16,3585.0
2020-11-17,3323.0
2020-11-18,3203.0
2020-11-19,3073.0
2020-11-20,2974.0
2020-11-21,2848.0
2020-11-22,2758.0
2020-11-23,2674.0
2020-11-24,2610.0
2020-11-25,2549.0
2020-11-26,2485.0
2020-11-27,2447.0
2020-11-28,2316.0
2020-11-29,2213.0
2020-11-30,2133.0
2020-12-01,2052.0
2020-12-02,1958.0
2020-12-03,1924.0
2020-12-04,1984.0
2020-12-05,1922.0
2020-12-06,1830.0
2020-12-07,1791.0
2020-12-08,1746.0
2020-12-09,1700.0
2020-12-10,1654.0
2020-12-11,1632.0
2020-12-12,1701.0
2020-12-13,1678.0
2020-12-14,1672.0
2020-12-15,1846.0
2020-12-16,1972.0
2020-12-17,1849.0
2020-12-18,1813.0
2020-12-19,1803.0
2020-12-20,1787.0
2020-12-21,1758.0
2020-12-22,1743.0
2020-12-23,1737.0
2020-12-24,1791.0
2020-12-25,1795.0
2020-12-26,1753.0
2020-12-27,1713.0
2020-12-28,1712.0
2020-12-29,1691.0
2020-12-30,1645.0
2020-12-31,1642.0
